drive,g,seed,t,rank_C,rho,rank,PR,frob
sin,0.7,2,258.0,1,40.55348235370296,50,1.1532789220203792,40.55736178918039
sin,0.7,2,259.0,1,40.607088867314204,50,1.1513390122228964,40.61087890450952
sin,0.7,2,260.0,1,40.66010937541588,50,1.1494268679470072,40.66381213354827
sin,0.7,2,261.0,1,40.71255027522871,50,1.1475420127899931,40.716167821183305
sin,0.7,2,262.0,1,40.76441789438963,50,1.1456839804765486,40.767952244085706
sin,0.7,2,263.0,1,40.815718491700814,50,1.14385231459466,40.81917161142133
sin,0.7,2,264.0,1,40.86645825787079,49,1.1420465683396663,40.86983206555458
sin,0.7,2,265.0,1,40.91664331624778,49,1.1402663042662027,40.9199396827456
sin,0.7,2,266.0,1,40.96627972354544,49,1.1385110940477574,40.96950047384094
sin,0.7,2,267.0,1,41.01537347056132,49,1.1367805182435655,41.01852038495774
sin,0.7,2,268.0,1,41.06393048288725,49,1.1350741660725912,41.06700529816142
sin,0.7,2,269.0,1,41.11195662161273,49,1.1333916351943314,41.114961032136975
sin,0.7,2,270.0,1,41.15945768402081,49,1.1317325314962257,41.16239334285382
sin,0.7,2,271.0,1,41.20643940427691,49,1.130096468887421,41.20930792422432
sin,0.7,2,272.0,1,41.2529074541096,49,1.1284830690986971,41.255710408756
sin,0.7,2,273.0,1,41.298867443485555,49,1.1268919614883126,41.301606368197426
sin,0.7,2,274.0,1,41.34432492127613,49,1.1253227828535897,41.34700131417787
sin,0.7,2,275.0,1,41.38928537591777,49,1.1237751772480349,41.39190069884077
sin,0.7,2,276.0,1,41.43375423606488,49,1.1222487958038068,41.436309915471035
sin,0.7,2,277.0,1,41.47773687123644,49,1.120743296559355,41.4802342991162
sin,0.7,2,278.0,1,41.52123859245494,49,1.1192583442920496,41.52367912720147
sin,0.7,2,279.0,1,41.56426465287964,49,1.1177936103556374,41.56664962013885
sin,0.7,2,280.0,1,41.60682024843207,49,1.1163487725223735,41.609150941930075
sin,0.7,2,281.0,1,41.648910518415484,49,1.1149235148296508,41.6511882007638
sin,0.7,2,282.0,1,41.69054054612796,49,1.1135175274310019,41.6927664496067
sin,0.7,2,283.0,1,41.731715359468204,49,1.1121305064513232,41.733890686788826
sin,0.7,2,284.0,1,41.77243993153575,49,1.1107621538461676,41.774565856583045
sin,0.7,2,285.0,1,41.81271918122447,49,1.109412177265,41.81479684977876
sin,0.7,2,286.0,1,41.85255797380957,49,1.1080802899182618,41.85458850424989
sin,0.7,2,287.0,1,41.89196112152857,49,1.1067662104481442,41.8939456055171
sin,0.7,2,288.0,1,41.9309333841561,49,1.1054696628029281,41.93287288730446
sin,0.7,2,289.0,1,41.96947946957271,49,1.1041903761147913,41.97137503209049
sin,0.7,2,290.0,1,42.00760403432715,49,1.10292808458098,42.00945667165356
sin,0.7,2,291.0,1,42.04531168419316,49,1.1016825273482045,42.047122387611914
sin,0.7,2,292.0,1,42.082606974720036,49,1.1004534484002069,42.08437671195814
sin,0.7,2,293.0,1,42.119494411777275,49,1.0992405964483458,42.12122412758823
sin,0.7,2,294.0,1,42.15597845209416,49,1.0980437248251578,42.15766906882528
sin,0.7,2,295.0,1,42.19206350379177,49,1.0968625913807564,42.193715921937866
sin,0.7,2,296.0,1,42.22775392691179,49,1.0956969583820098,42.22936902565314
sin,0.7,2,297.0,1,42.26305403393739,49,1.0945465924144018,42.264632671664636
sin,0.7,2,298.0,1,42.297968090310015,49,1.0934112642864928,42.299511105134954
sin,0.7,2,299.0,1,42.332500314939935,49,1.092290748936899,42.33400852519323
sin,1.0,0,0.0,50,0.9859659676609493,50,35.78766746409265,7.070288045489066
sin,1.0,0,1.0,2,0.9847999033556296,50,35.78686874596309,7.06032376293432
sin,1.0,0,2.0,3,0.9997045505273732,50,35.77677806012383,7.047675680072358
sin,1.0,0,3.0,4,1.047054666991193,50,35.77980395367967,7.035269122023426
sin,1.0,0,4.0,5,1.0531525712659462,50,35.79817155141336,7.019915238996084
sin,1.0,0,5.0,6,1.0644489683479925,50,35.789506613688566,7.00645538661798
sin,1.0,0,6.0,6,1.1099360146673374,50,35.76799597754802,6.99685235374582
sin,1.0,0,7.0,7,1.12635969612797,50,35.771478230540325,6.98462082495566
sin,1.0,0,8.0,7,1.127767429570989,50,35.76836462961182,6.971393840108787
sin,1.0,0,9.0,7,1.1876074399108654,50,35.73097495511321,6.963728395348924
sin,1.0,0,10.0,7,1.2349166774304816,50,35.706903817485774,6.955877069823353
sin,1.0,0,11.0,7,1.2269201522470057,50,35.70536047687208,6.943520499067194
sin,1.0,0,12.0,7,1.279491129597532,50,35.66521933142963,6.936312706247582
sin,1.0,0,13.0,7,1.3582241129269366,50,35.60920550538716,6.932746888009807
sin,1.0,0,14.0,7,1.3643698891676215,50,35.59237077498062,6.923334619523254
sin,1.0,0,15.0,7,1.3896806414318381,50,35.55929688520889,6.915760318769674
sin,1.0,0,16.0,6,1.489971537799454,50,35.476289729473,6.915433685390406
sin,1.0,0,17.0,6,1.5320960053061146,50,35.42422317685348,6.911037104486393
sin,1.0,0,18.0,6,1.52689367788933,50,35.39901872905356,6.903325201484118
sin,1.0,0,19.0,6,1.622083299091379,50,35.306504852668155,6.904100064674946
sin,1.0,0,20.0,6,1.7011361213245684,50,35.20932307226551,6.905453713604539
sin,1.0,0,21.0,6,1.6927399502370049,50,35.17417013589985,6.899689367095871
sin,1.0,0,22.0,6,1.7540535295882007,50,35.09325740347809,6.899332130335948
sin,1.0,0,23.0,6,1.8568773355410417,50,34.95861009758928,6.905235668309741
sin,1.0,0,24.0,6,1.874541002629711,50,34.88657336631181,6.904249151875831
sin,1.0,0,25.0,6,1.8902243483092789,50,34.826807534990664,6.901939234072635
sin,1.0,0,26.0,6,1.9950104153203316,50,34.67941626862151,6.909428571391384
sin,1.0,0,27.0,6,2.0484452893431726,50,34.556511642874945,6.914486935852855
sin,1.0,0,28.0,6,2.0367352527122584,50,34.500026626253906,6.912402799518885
sin,1.0,0,29.0,6,2.116658509203484,50,34.37141644247228,6.917864298031784
sin,1.0,0,30.0,6,2.197451125661476,50,34.20859113442448,6.927489461003454
sin,1.0,0,31.0,6,2.1916845734898147,50,34.12216234955466,6.929412803143696
sin,1.0,0,32.0,6,2.225636646685624,50,34.02895073529454,6.930976648765567
sin,1.0,0,33.0,6,2.3163313278512363,50,33.857237523923814,6.941494372176071
sin,1.0,0,34.0,6,2.3354386928246154,50,33.72727898426536,6.94883024286871
sin,1.0,0,35.0,6,2.3275599304239454,50,33.64996381102216,6.948919292408476
sin,1.0,0,36.0,6,2.407436593726492,50,33.5020063342177,6.9564533341130845
sin,1.0,0,37.0,6,2.451009668076637,50,33.34363531294357,6.967219392754766
sin,1.0,0,38.0,6,2.4255242950678473,50,33.24990620761693,6.969840686392886
sin,1.0,0,39.0,6,2.473252520699016,50,33.139150657363516,6.972806069253381
sin,1.0,0,40.0,6,2.5328099448764547,50,32.981506518539916,6.98328630078207
sin,1.0,0,41.0,6,2.510151220682456,50,32.863706618601896,6.989428199249679
sin,1.0,0,42.0,6,2.518436984487949,50,32.77001622113714,6.990534909125527
sin,1.0,0,43.0,6,2.5916509500926748,50,32.624376620698534,6.99914949435584
sin,1.0,0,44.0,6,2.588239944596964,50,32.48435778991183,7.008532315114008
sin,1.0,0,45.0,6,2.528812333311052,50,32.39794480038243,7.00912531150297
sin,1.0,0,46.0,6,2.5481180628588564,50,32.35124489082033,7.004456934385521
sin,1.0,0,47.0,8,2.5470320817014978,50,32.30608330925654,7.001927793487912
sin,1.0,0,48.0,9,2.724512056510094,50,32.058260180195504,7.023583040707334
sin,1.0,0,49.0,9,2.932009590943551,50,31.609474990720337,7.069978943259747
sin,1.0,0,50.0,9,3.1230989519054457,50,31.079342317974035,7.128751878569146
sin,1.0,0,51.0,10,3.3494974271120137,50,30.456445370247575,7.200282212937683
sin,1.0,0,52.0,11,3.639339256918965,50,29.669212836350322,7.294505038977258
sin,1.0,0,53.0,10,3.9687562376537775,49,28.71233054537688,7.4148012176307905
sin,1.0,0,54.0,10,4.318561750565837,49,27.6392169824296,7.558747808900067
sin,1.0,0,55.0,10,4.672366137414214,49,26.515100901871218,7.720151590904644
sin,1.0,0,56.0,10,5.03081396597106,49,25.358250443763755,7.897761330600299
sin,1.0,0,57.0,9,5.401676361342966,49,24.166341246235763,8.094173534629274
sin,1.0,0,58.0,8,5.782444190706757,50,22.96081823148185,8.308193237500873
sin,1.0,0,59.0,8,6.16835887179476,50,21.76842556769541,8.537540516368665
sin,1.0,0,60.0,8,6.557807314709535,50,20.60490868928721,8.780995311471301
sin,1.0,0,61.0,7,6.948649196578222,50,19.485117297194822,9.036511505875016
sin,1.0,0,62.0,6,7.339988521846729,50,18.416954555696964,9.302518322808341
sin,1.0,0,63.0,5,7.731429931019341,50,17.404210666922655,9.577841705929181
sin,1.0,0,64.0,4,8.121998181462128,50,16.45024131747267,9.86099421064461
sin,1.0,0,65.0,4,8.51096060271222,50,15.555982686483008,10.150640107468364
sin,1.0,0,66.0,3,8.897885710837715,50,14.720385784367853,10.445687449719651
sin,1.0,0,67.0,3,9.28244067584142,50,13.941397886674242,10.745172878391623
sin,1.0,0,68.0,3,9.664373256356761,50,13.216313504867493,11.048253931418865
sin,1.0,0,69.0,3,10.043495941247652,50,12.54204645720789,11.354198139995836
sin,1.0,0,70.0,2,10.419659931982135,50,11.915353016653162,11.662360332356265
sin,1.0,0,71.0,2,10.792747794415748,50,11.332961954679181,11.972172497709892
sin,1.0,0,72.0,1,11.16266772933885,50,10.79166401505429,12.283134809899703
sin,1.0,0,73.0,1,11.529347822352,50,10.288372820696303,12.59480657430565
sin,1.0,0,74.0,1,11.892732276712943,50,9.820161371840404,12.906798927798274
sin,1.0,0,75.0,1,12.252778675558396,50,9.384281988982222,13.21876866159892
sin,1.0,0,76.0,1,12.60945566394207,50,8.978175082447049,13.530412703001508
sin,1.0,0,77.0,1,12.962741131872361,50,8.599469954614717,13.841463339713759
sin,1.0,0,78.0,1,13.312620743626274,50,8.24598032294505,14.151684054421116
sin,1.0,0,79.0,1,13.659086714757693,50,7.915696477812392,14.460865868801637
sin,1.0,0,80.0,1,14.002136800121772,50,7.606775405160079,14.768824144758645
sin,1.0,0,81.0,1,14.3417734536293,50,7.317529831270611,15.075395786039374
sin,1.0,0,82.0,1,14.678003123790738,50,7.046416860499939,15.380436785358727
sin,1.0,0,83.0,1,15.010835661502528,50,6.7920266575130315,15.683820073591434
sin,1.0,0,84.0,1,15.340283820256293,50,6.553071472324388,15.985433632091608
sin,1.0,0,85.0,1,15.666362832402882,50,6.328375195580125,16.285178833779867
sin,1.0,0,86.0,1,15.989090048632214,50,6.116863552148147,16.58296898350448
sin,1.0,0,87.0,1,16.308484630214767,50,5.917554985913556,16.87872803205696
sin,1.0,0,88.0,1,16.62456728537799,50,5.729552250828135,17.172389441543856
sin,1.0,0,89.0,1,16.937360042779112,50,5.552034697846898,17.46389518283121
sin,1.0,0,90.0,1,17.246886056279365,50,5.384251231015031,17.753194848358955
sin,1.0,0,91.0,1,17.553169436214954,50,5.225513896016113,18.040244865844542
sin,1.0,0,92.0,1,17.85623510317967,50,5.075192059034245,18.325007800328198
sin,1.0,0,93.0,1,18.15610866099674,50,4.932707131445086,18.607451733678303
sin,1.0,0,94.0,1,18.45281628610102,50,4.797527795627243,18.887549712110363
sin,1.0,0,95.0,1,18.746384630996886,50,4.669165688351142,19.16527925351209
sin,1.0,0,96.0,1,19.03684073982677,50,4.547171500243769,19.44062190743593
sin,1.0,0,97.0,1,19.324211974388117,50,4.431131452380382,19.71356286154207
sin,1.0,0,98.0,1,19.60852594919064,50,4.320664113865146,19.98409058907117
sin,1.0,0,99.0,1,19.88981047435534,50,4.21541752715812,20.25219653261378
sin,1.0,0,100.0,1,20.168093505333623,50,4.115066610770008,20.51787482003831
sin,1.0,0,101.0,1,20.44340309857232,50,4.019310811703708,20.781122008954373
sin,1.0,0,102.0,1,20.715767372374398,50,3.9278719826278388,21.041936856534644
sin,1.0,0,103.0,1,20.98521447231082,50,3.8404924611958666,21.300320111905698
sin,1.0,0,104.0,1,21.25177254062669,50,3.756933331165243,21.55627432865478
sin,1.0,0,105.0,1,21.515469689161453,50,3.676972847021712,21.80980369529219
sin,1.0,0,106.0,1,21.77633397536582,50,3.6004050056799963,22.06091388176403
sin,1.0,0,107.0,1,22.03439338105356,50,3.527038250521804,22.309611900332467
sin,1.0,0,108.0,1,22.289675793573362,50,3.456694294556798,22.55590597933505
sin,1.0,0,109.0,1,22.54220898912469,50,3.3892070508640186,22.799805448504546
sin,1.0,0,110.0,1,22.792020617978082,50,3.3244216597025877,23.041320634679764
sin,1.0,0,111.0,1,23.03913819138873,50,3.2621936027843983,23.280462766868318
sin,1.0,0,112.0,1,23.283589070017918,50,3.2023878961892187,23.517243889737227
sin,1.0,0,113.0,1,23.525400453699785,50,3.1448783542861065,23.75167678470801
sin,1.0,0,114.0,1,23.7645993724102,50,3.0895469178144777,23.98377489792193
sin,1.0,0,115.0,1,24.001212678310075,50,3.03628303998331,24.21355227441952
sin,1.0,0,116.0,1,24.23526703875202,50,2.9849831250767873,24.441023497947803
sin,1.0,0,117.0,1,24.466788930149814,50,2.935550014617155,24.666203635869774
sin,1.0,0,118.0,1,24.69580463262391,50,2.8878925166377702,24.88910818870525
sin,1.0,0,119.0,1,24.922340225342836,50,2.8419249740680685,25.10975304388009
sin,1.0,0,120.0,1,25.146421582492223,50,2.7975668686331314,25.328154433303705
sin,1.0,0,121.0,1,25.368074369808014,50,2.7547424570288364,25.544328894432734
sin,1.0,0,122.0,1,25.587324041618725,50,2.713380436454168,25.758293234512664
sin,1.0,0,123.0,1,25.804195838347088,50,2.6734136368689563,25.97006449771921
sin,1.0,0,124.0,1,26.018714784425917,50,2.634778737602077,26.179659934948475
sin,1.0,0,125.0,1,26.230905686588862,50,2.5974160061651563,26.387096976028616
sin,1.0,0,126.0,1,26.440793132499525,50,2.5612690573328933,26.592393204147683
sin,1.0,0,127.0,1,26.648401489687185,50,2.5262846307361126,26.795566332311253
sin,1.0,0,128.0,1,26.853754904759533,50,2.4924123853795797,26.996634181660944
sin,1.0,0,129.0,1,27.056877302866543,50,2.45960470964577,27.195614661500457
sin,1.0,0,130.0,1,27.257792387391685,50,2.4278165454796925,27.392525750889654
sin,1.0,0,131.0,1,27.45652363984894,50,2.3970052255706236,27.587385481679846
sin,1.0,0,132.0,1,27.653094319966485,50,2.367130322454929,27.78021192287467
sin,1.0,0,133.0,1,27.847527465939475,50,2.3381535085621787,27.971023166211324
sin,1.0,0,134.0,1,28.039845894836006,50,2.3100384263147706,28.159837312865903
sin,1.0,0,135.0,1,28.230072203141745,50,2.28275056747096,28.346672461195148
sin,1.0,0,136.0,1,28.418228767430513,50,2.256257160973006,28.531546695434297
sin,1.0,0,137.0,1,28.604337745148005,50,2.2305270686271714,28.714478075277583
sin,1.0,0,138.0,1,28.78842107549946,50,2.2055306880009606,28.89548462627417
sin,1.0,0,139.0,1,28.970500480429532,50,2.1812398619762954,29.074584330977828
sin,1.0,0,140.0,1,29.150597465686733,50,2.157627794445418,29.251795120793844
sin,1.0,0,141.0,1,29.32873332196363,50,2.134668971680037,29.427134868471217
sin,1.0,0,142.0,1,29.504929126105786,50,2.112339088943898,29.600621381192436
sin,1.0,0,143.0,1,29.6792057423817,50,2.0906149819549076,29.772272394216998
sin,1.0,0,144.0,1,29.85158382380881,50,2.069474562835696,29.94210556503825
sin,1.0,0,145.0,1,30.022083813528567,50,2.048896760221242,30.11013846801643
sin,1.0,0,146.0,1,30.190725946226515,50,2.0288614632192874,30.276388589453575
sin,1.0,0,147.0,1,30.357530249591374,50,2.0093494689438507,30.440873323078762
sin,1.0,0,148.0,1,30.522516545809864,50,1.9903424333647817,30.603609965914433
sin,1.0,0,149.0,1,30.685704453092594,50,1.9718228252366403,30.76461571449695
sin,1.0,0,150.0,1,30.847113387227473,50,1.953773882889052,30.92390766142637
sin,1.0,0,151.0,1,31.006762563157377,50,1.9361795736776886,31.081502792222523
sin,1.0,0,152.0,1,31.164670996578696,50,1.9190245559107109,31.237417982465978
sin,1.0,0,153.0,1,31.320857505558394,50,1.9022941430798355,31.39166999520422
sin,1.0,0,154.0,1,31.475340712166258,50,1.8859742702381947,31.544275478604757
sin,1.0,0,155.0,1,31.6281390441206,50,1.8700514623792666,31.69525096383809
sin,1.0,0,156.0,1,31.779270736445188,50,1.8545128046820603,31.844612863174994
sin,1.0,0,157.0,1,31.92875383313429,50,1.839345914497895,31.99237746828332
sin,1.0,0,158.0,1,32.076606188825565,50,1.8245389149633018,32.13856094871084
sin,1.0,0,159.0,1,32.22284547047805,50,1.810080410132186,32.2831793505416
sin,1.0,0,160.0,1,32.36748915905379,50,1.7959594615280798,32.42624859521385
sin,1.0,0,161.0,1,32.510554551202006,50,1.78216556602464,32.56778447848884
sin,1.0,0,162.0,1,32.6520587609438,50,1.7686886349690627,32.70780266956028
sin,1.0,0,163.0,1,32.7920187213575,50,1.7555189744692308,32.84631871029491
sin,1.0,0,164.0,1,32.930451186261365,50,1.7426472667710249,32.983348014595514
sin,1.0,0,165.0,1,33.067372731895084,50,1.7300645526574019,33.118905867878034
sin,1.0,0,166.0,1,33.20279975859698,50,1.717762214805646,33.25300742665524
sin,1.0,0,167.0,1,33.33674849247769,50,1.7057319620435427,33.38566771821969
sin,1.0,0,168.0,1,33.469234987088036,50,1.6939658144494205,33.51690164041946
sin,1.0,0,169.0,1,33.60027512508195,50,1.68245608924465,33.64672396152016
sin,1.0,0,170.0,1,33.72988461987223,50,1.6711953874307584,33.77514932014778
sin,1.0,0,171.0,1,33.85807901727941,50,1.6601765811265055,33.90219222530655
sin,1.0,0,172.0,1,33.984873697173114,50,1.6493928015632742,34.02786705646694
sin,1.0,0,173.0,1,34.11028387510539,50,1.6388374276998536,34.15218806371906
sin,1.0,0,174.0,1,34.234324603934645,50,1.628504075420326,34.27516936798683
sin,1.0,0,175.0,1,34.35701077544133,50,1.618386587281085,34.396824961298925
sin,1.0,0,176.0,1,34.47835712193378,50,1.6084790227752301,34.51716870711251
sin,1.0,0,177.0,1,34.59837821784417,50,1.5987756490846778,34.6362143406861
sin,1.0,0,178.0,1,34.717088481314434,50,1.5892709322921665,34.75397546949817
sin,1.0,0,179.0,1,34.83450217577174,50,1.5799595290271529,34.87046557370822
sin,1.0,0,180.0,1,34.95063341149296,50,1.5708362785212098,34.985698006657366
sin,1.0,0,181.0,1,35.065496147158726,50,1.5618961950500898,35.09968599540559
sin,1.0,0,182.0,1,35.17910419139565,50,1.553134460741022,35.21244264130302
sin,1.0,0,183.0,1,35.29147120430777,50,1.5445464187251612,35.323980920592675
sin,1.0,0,184.0,1,35.40261069899613,50,1.5361275666163112,35.43431368504244
sin,1.0,0,185.0,1,35.51253604306651,50,1.5278735502982232,35.5434536626041
sin,1.0,0,186.0,1,35.62126046012585,50,1.5197801580038628,35.65141345809718
sin,1.0,0,187.0,1,35.728797031266275,50,1.5118433146709518,35.75820555391592
sin,1.0,0,188.0,1,35.83515869653733,50,1.504059076559164,35.86384231075731
sin,1.0,0,189.0,1,35.940358256405766,50,1.4964236261151085,35.968335968368784
sin,1.0,0,190.0,1,36.0444083732036,50,1.4889332670721154,36.07169864631356
sin,1.0,0,191.0,1,36.147321572563484,50,1.481584419772578,36.173942344752575
sin,1.0,0,192.0,1,36.249110244841944,50,1.4743736167013326,36.27507894524121
sin,1.0,0,193.0,1,36.34978664653056,50,1.4672974982192166,36.37512021153974
sin,1.0,0,194.0,1,36.44936290165404,50,1.4603528084865678,36.47407779043603
sin,1.0,0,195.0,1,36.547851003156495,50,1.453536391567036,36.57196321257955
sin,1.0,0,196.0,1,36.645262814275334,50,1.4468451877025832,36.668787893325394
sin,1.0,0,197.0,1,36.74161006990252,50,1.4402762297511118,36.76456313358733
sin,1.0,0,198.0,1,36.83690437793317,50,1.4338266397786121,36.859300120698904
sin,1.0,0,199.0,1,36.93115722060266,50,1.4274936257981754,36.95300992928175
sin,1.0,0,200.0,1,37.02437995581025,50,1.4212744786486542,37.045703522120036
sin,1.0,0,201.0,1,37.11658381843138,50,1.415166569006138,37.13739175104047
sin,1.0,0,202.0,1,37.20777992161698,50,1.4091673445217967,37.228085357796935
sin,1.0,0,203.0,1,37.29797925808075,49,1.4032743270799928,37.3177949749591
sin,1.0,0,204.0,1,37.38719270137435,49,1.3974851101708765,37.40653112680426
sin,1.0,0,205.0,1,37.47543100715012,49,1.3917973563720225,37.49430423021193
sin,1.0,0,206.0,1,37.562704814411966,49,1.3862087949339252,37.58112459556035
sin,1.0,0,207.0,1,37.64902464675411,49,1.3807172194644695,37.66700242762454
sin,1.0,0,208.0,1,37.73440091358745,49,1.3753204857077428,37.75194782647532
sin,1.0,0,209.0,1,37.81884391135459,49,1.3700165094127654,37.835970788378724
sin,1.0,0,210.0,1,37.90236382473251,49,1.3648032642880366,37.919081206695374
sin,1.0,0,211.0,1,37.98497072782367,49,1.3596787800378862,38.001288872779504
sin,1.0,0,212.0,1,38.066674585335065,49,1.354641140476943,38.082603476877
sin,1.0,0,213.0,1,38.14748525374603,49,1.3496884817191246,38.16303460902222
sin,1.0,0,214.0,1,38.22741248246388,49,1.3448189904378125,38.242591759933184
sin,1.0,0,215.0,1,38.30646591496874,49,1.3400309021939951,38.321284321904834
sin,1.0,0,216.0,1,38.38465508994605,49,1.3353224998293538,38.39912158969992
sin,1.0,0,217.0,1,38.46198944240853,49,1.3306921119213921,38.476112761437385
sin,1.0,0,218.0,1,38.53847830480621,49,1.3261381112978856,38.55226693947784
sin,1.0,0,219.0,1,38.61413090812551,49,1.3216589136080288,38.62759313130593
sin,1.0,0,220.0,1,38.68895638297731,49,1.3172529759478222,38.702100250409266
sin,1.0,0,221.0,1,38.762963760673614,49,1.3129187955373203,38.775797117153836
sin,1.0,0,222.0,1,38.83616197429381,49,1.3086549084475279,38.84869245965556
sin,1.0,0,223.0,1,38.908559859739114,49,1.3044598883747882,38.92079491464774
sin,1.0,0,224.0,1,38.980166156777365,49,1.3003323454606495,38.99211302834447
sin,1.0,0,225.0,1,39.050989510076235,49,1.2962709251552749,39.0626552572995
sin,1.0,0,226.0,1,39.121038470226146,49,1.292274307122553,39.132429969260635
sin,1.0,0,227.0,1,39.190321494752666,49,1.288341204185158,39.20144544401944
sin,1.0,0,228.0,1,39.25884694911855,49,1.2844703613079,39.26970987425609
sin,1.0,0,229.0,1,39.32662310771498,49,1.2806605546177536,39.33723136637923
sin,1.0,0,230.0,1,39.39365815484309,49,1.2769105904590705,39.404017941360806
sin,1.0,0,231.0,1,39.45996018568506,49,1.2732193044825157,39.47007753556567
sin,1.0,0,232.0,1,39.52553720726497,49,1.2695855607663562,39.53541800157588
sin,1.0,0,233.0,1,39.590397139399975,49,1.2660082509687756,39.60004710900961
sin,1.0,0,234.0,1,39.6545478156412,49,1.2624862935099734,39.66397254533461
sin,1.0,0,235.0,1,39.71799698420521,49,1.2590186327828365,39.72720191667609
sin,1.0,0,236.0,1,39.780752308895366,49,1.2556042383910488,39.78974274861897
sin,1.0,0,237.0,1,39.842821370013766,49,1.2522421044135386,39.85160248700445
sin,1.0,0,238.0,1,39.904211665263524,49,1.2489312486942257,39.91278849872083
sin,1.0,0,239.0,1,39.964930610641765,49,1.245670712156068,39.97330807248852
sin,1.0,0,240.0,1,40.02498554132273,49,1.2424595581384525,40.03316841963922
sin,1.0,0,241.0,1,40.08438371253232,49,1.239296871757023,40.09237667488915
sin,1.0,0,242.0,1,40.14313230041288,49,1.236181759285072,40.15093989710645
sin,1.0,0,243.0,1,40.20123840287891,49,1.2331133475556653,40.20886507007251
sin,1.0,0,244.0,1,40.25870904046393,49,1.2300907833836976,40.266159103237385
sin,1.0,0,245.0,1,40.31555115715864,49,1.227113233007122,40.32282883246918
sin,1.0,0,246.0,1,40.37177162123924,49,1.22417988154662,40.37888102079737
sin,1.0,0,247.0,1,40.427377226088254,49,1.2212899324830258,40.43432235915016
sin,1.0,0,248.0,1,40.48237469100563,49,1.2184426071518015,40.48915946708563
sin,1.0,0,249.0,1,40.536770662011854,49,1.2156371442539773,40.54339889351699
sin,1.0,0,250.0,1,40.59057171264228,49,1.2128727993828896,40.59704711743166
sin,1.0,0,251.0,1,40.643784344732914,49,1.2101488445661668,40.65011054860427
sin,1.0,0,252.0,1,40.69641498919814,49,1.2074645678223803,40.70259552830361
sin,1.0,0,253.0,1,40.74847000679995,49,1.2048192727318303,40.75450832999354
sin,1.0,0,254.0,1,40.79995568890914,49,1.2022122780209428,40.80585516002775
sin,1.0,0,255.0,1,40.85087825825817,49,1.1996429171597898,40.85664215833854
sin,1.0,0,256.0,1,40.90124386968613,49,1.19711053797225,40.90687539911949
sin,1.0,0,257.0,1,40.95105861087581,49,1.1946145022583534,40.956560891502185
sin,1.0,0,258.0,1,41.000328503082855,49,1.1921541854283801,41.00570458022676
sin,1.0,0,259.0,1,41.049059501857066,49,1.1897289761482874,41.05431234630664
sin,1.0,0,260.0,1,41.09725749775589,49,1.1873382759960631,41.1023900076871
sin,1.0,0,261.0,1,41.14492831705068,49,1.184981499128614,41.14994331989801
sin,1.0,0,262.0,1,41.19207772242502,49,1.1826580719588307,41.19697797670053
sin,1.0,0,263.0,1,41.238711413665484,49,1.1803674328424534,41.24349961072796
sin,1.0,0,264.0,1,41.28483502834553,49,1.1781090317744187,41.2895137941206
sin,1.0,0,265.0,1,41.33045414250136,49,1.1758823300943326,41.335026039154855
sin,1.0,0,266.0,1,41.37557427130123,49,1.1736868002007779,41.380041798866365
sin,1.0,0,267.0,1,41.42020086970698,49,1.1715219252741373,41.42456646766744
sin,1.0,0,268.0,1,41.46433933312881,49,1.1693871990076337,41.46860538195859
sin,1.0,0,269.0,1,41.50799499807276,49,1.1672821253463395,41.512163820734386
sin,1.0,0,270.0,1,41.55117314278173,49,1.165206218233836,41.555247006183556
sin,1.0,0,271.0,1,41.593878987869,49,1.1631590013663122,41.59786010428337
sin,1.0,0,272.0,1,41.636117696945185,49,1.1611400079538134,41.64000822538837
sin,1.0,0,273.0,1,41.67789437723862,49,1.1591487804884246,41.68169642481351
sin,1.0,0,274.0,1,41.71921408020869,49,1.1571848705191514,41.72292970341164
sin,1.0,0,275.0,1,41.7600818021532,49,1.155247838433262,41.76371300814546
sin,1.0,0,276.0,1,41.800502484808156,49,1.1533372532439055,41.80405123265394
sin,1.0,0,277.0,1,41.84048101594222,49,1.1514526923837658,41.84394921781326
sin,1.0,0,278.0,1,41.88002222994381,49,1.1495937415045725,41.883411752292275
sin,1.0,0,279.0,1,41.919130908402806,49,1.1477599942822885,41.922443573102576
sin,1.0,0,280.0,1,41.95781178068485,49,1.1459510522277574,41.961049366143186
sin,1.0,0,281.0,1,41.99606952450051,49,1.1441665245026589,41.9992337667399
sin,1.0,0,282.0,1,42.033908766467704,49,1.1424060277405985,42.03700136017929
sin,1.0,0,283.0,1,42.07133408266813,49,1.140669185873158,42.0743566822375
sin,1.0,0,284.0,1,42.10834999919787,49,1.1389556299607488,42.1113042197038
sin,1.0,0,285.0,1,42.14496099271187,49,1.1372649980281295,42.14784841089892
sin,1.0,0,286.0,1,42.18117149096247,49,1.1355969349044177,42.18399364618826
sin,1.0,0,287.0,1,42.21698587333239,49,1.1339510920674731,42.219744268490004
sin,1.0,0,288.0,1,42.2524084713619,49,1.132327127492506,42.25510457377813
sin,1.0,0,289.0,1,42.287443569269726,49,1.1307247055047704,42.290078811580415
sin,1.0,0,290.0,1,42.32209540446927,49,1.1291434966362432,42.32467118547146
sin,1.0,0,291.0,1,42.35636816807837,49,1.1275831774861274,42.35888585356073
sin,1.0,0,292.0,1,42.390266005424344,49,1.1260434305850877,42.3927269289757
