drive,g,seed,t,rho_W,frob_W,g_eff,mean_d2,rho_DW
white,1.0,1,105.0,0.9074158905427618,6.368714217440019,0.7389696062751038,0.6731620655393151,0.7794897288340702
white,1.0,1,106.0,0.9065045452204213,6.362007943445987,0.7115113899260429,0.6253818943552433,
white,1.0,1,107.0,0.9057323539433462,6.35535965448522,0.6763790820600194,0.5663306612528841,
white,1.0,1,108.0,0.9051505294333022,6.34875548321834,0.685888155236096,0.58357866807766,
white,1.0,1,109.0,0.9045049385482956,6.342287284802299,0.6654022016132434,0.550359732379637,
white,1.0,1,110.0,0.9039959057816035,6.335609475872664,0.6899333971795998,0.5929356202630708,0.7021136499639269
white,1.0,1,111.0,0.903869054037467,6.328999385529747,0.6290040259233848,0.4938632926799663,
white,1.0,1,112.0,0.9037796498866925,6.3223143723722925,0.7167255962203448,0.6425747552540559,
white,1.0,1,113.0,0.9032550463705513,6.31573524984146,0.6958569118082895,0.6069627826598901,
white,1.0,1,114.0,0.9028141962067032,6.309243705766628,0.6752474629790173,0.5727186429670512,
white,1.0,1,115.0,0.902406368536144,6.30280606632641,0.6527447502641668,0.5362766539728959,0.6437289816412927
white,1.0,1,116.0,0.9016370771804113,6.296158647818409,0.671178437133905,0.5681914183318139,
white,1.0,1,117.0,0.9008972947625359,6.289551055630441,0.6936367309876778,0.6081278265393656,
white,1.0,1,118.0,0.9001387209435869,6.283012763116818,0.6902861643799445,0.6035210996486072,
white,1.0,1,119.0,0.8991948187669031,6.276435715572056,0.6924254373557577,0.6085410257758332,
white,1.0,1,120.0,0.898329160241579,6.269716946753832,0.6860441300268366,0.5986572421716998,0.7299433873721782
white,1.0,1,121.0,0.8974141086273654,6.262898014227443,0.7218229346426863,0.664172177421278,
white,1.0,1,122.0,0.8964816588048856,6.256331085882641,0.6689756108538188,0.5716775356625693,
white,1.0,1,123.0,0.8954086753242186,6.249801837841142,0.671313925956211,0.5768844363468876,
white,1.0,1,124.0,0.894627650881679,6.243258284964928,0.6926386603261531,0.6154047683346254,
white,1.0,1,125.0,0.8938483200117754,6.236723759945739,0.7141687423472243,0.6556297675313787,0.7214332560020497
white,1.0,1,126.0,0.892996136377979,6.230173273709721,0.6549729700142651,0.5526071610806071,
white,1.0,1,127.0,0.8922639666042251,6.223508650035011,0.6185238812134484,0.4938696682419847,
white,1.0,1,128.0,0.8915350189390917,6.216941498146535,0.6531720379016248,0.5519142558186965,
white,1.0,1,129.0,0.8909910731352046,6.210423786369687,0.7100868389150448,0.6536578149787209,
white,1.0,1,130.0,0.8900624475351976,6.20400579379354,0.6785691337501234,0.5981551092350076,0.680395453737919
white,1.0,1,131.0,0.8892594311986369,6.197427919326274,0.674455060913174,0.5921790942704692,
white,1.0,1,132.0,0.8895352118356354,6.190912475668321,0.6993092149416149,0.6379684152721805,
white,1.0,1,133.0,0.8896022349893539,6.184427354812657,0.6753877544844105,0.5963172652252674,
white,1.0,1,134.0,0.889065004499823,6.177923635917799,0.6507365598330651,0.5547474912672371,
white,1.0,1,135.0,0.8881615099550468,6.1715157883669365,0.7018153017818762,0.6465944633709352,0.7910996779961876
white,1.0,1,136.0,0.8874187266873297,6.1650218405303425,0.716389945553207,0.6751491562649874,
white,1.0,1,137.0,0.8864277739324101,6.1585448918441825,0.6902080481727028,0.628020498805231,
white,1.0,1,138.0,0.8853732329741445,6.152066147451448,0.6631471985875594,0.5809622187915554,
white,1.0,1,139.0,0.8844776356557146,6.145591123143358,0.6416729538376105,0.545092426649525,
white,1.0,1,140.0,0.8835114100892244,6.139130061371865,0.6640525921021895,0.5850073039049639,0.6884584645203624
white,1.0,1,141.0,0.8826710945880258,6.132781311255795,0.6602679762957179,0.5795561456551944,
white,1.0,1,142.0,0.881584763740895,6.126392303783165,0.652450738584145,0.567095043720833,
white,1.0,1,143.0,0.8803591079944566,6.120094245195529,0.6603222763128413,0.5820572212064817,
white,1.0,1,144.0,0.8795122887748252,6.113655296167508,0.6545925359376776,0.5732053105163047,
white,1.0,1,145.0,0.8789638579217677,6.107306325848433,0.6858860444367417,0.6306298594130673,0.7289060853689583
white,1.0,1,146.0,0.8785205874646739,6.1008406710624365,0.6336245771830148,0.5393301098875845,
white,1.0,1,147.0,0.877758796219454,6.094515376745872,0.719348569264803,0.6965790655993935,
white,1.0,1,148.0,0.876840351309206,6.088189182598098,0.6774882084914996,0.6191518968389034,
white,1.0,1,149.0,0.8757942692784498,6.081836049989786,0.678362683481748,0.6220488424287731,
white,1.0,1,150.0,0.8747077632985154,6.075453829419722,0.674211752853188,0.6157510945556433,0.7391015985069673
white,1.0,1,151.0,0.8735800979110687,6.069193520320784,0.6753699657788969,0.6191437881356678,
white,1.0,1,152.0,0.8728223211061368,6.062905848696598,0.6545938989075791,0.5828439093532525,
